Election,PrefCode,PrefName_E,PrefName_J,Eligible,Voters,EffVote,Magnitude,Candidates
17,15,Nigata,新潟県,1923224,954018,918364,2,6
17,16,Toyama,富山県,881137,416461,403404,1,5
17,17,Ishikawa,石川県,903277,491610,474710,1,3
17,18,Fukui,福井県,630314,334202,326691,1,3
17,19,Yamanashi,山梨県,670785,350574,340929,1,4
17,20,Nagano,長野県,1693543,922999,897414,2,5
17,21,Gifu,岐阜県,1607449,867784,847309,2,4
17,22,Shizuoka,静岡県,2865153,1282635,1242002,2,6
17,23,Aichi,愛知県,5192353,2029308,1947197,3,49
17,24,Mie,三重県,1414364,665696,646912,1,3
17,25,Shiga,滋賀県,954216,461259,443744,1,3
17,26,Kyoto,京都府,2003902,815881,774620,2,5
17,27,Osaka,大阪府,6732653,2576016,2415404,3,52
17,28,Hyogo,兵庫県,4202716,1609090,1560007,2,7
17,29,Nara,奈良県,1094847,488551,468015,1,3
17,30,Wakayama,和歌山県,850647,425590,402692,1,4
17,31,Tottori,鳥取県,473837,320176,312778,1,4
17,32,Shimane,島根県,599270,402070,393982,1,4
17,33,Okayama,岡山県,1508002,713965,697576,2,5
17,34,Hiroshima,広島県,2213262,926636,900207,2,5
17,35,Yamaguchi,山口県,1217872,645299,623760,1,4
17,36,Tokushima,徳島県,652353,307544,298561,1,4
17,37,Kagawa,香川県,802420,375437,363672,1,4
17,38,Ehime,愛媛県,1183611,589462,569043,1,3
17,39,Kochi,高知県,648873,328580,312591,1,6
17,40,Fukuoka,福岡県,3737034,1627207,1585801,2,6
17,41,Saga,佐賀県,664978,282860,257541,1,2
17,42,Nagasaki,長崎県,1170494,582652,567964,1,5
17,43,Kumamoto,熊本県,1422387,753029,729981,2,5
17,44,Oita,大分県,958877,506119,492100,1,5
17,45,Miyazaki,宮崎県,901074,423456,416615,1,4
17,46,Kagoshima,鹿児島県,1371988,702479,689638,2,4
17,47,Okinawa,沖縄県,895642,494960,483864,1,3
18,1,Hokkaido,北海道,4523366,2709701,2577230,2,10
18,2,Aomori,青森県,1177037,742299,729495,1,5
18,3,Iwate,岩手県,1118820,728599,706213,1,5
18,4,Miyagi,宮城県,1813134,983935,943136,2,9
18,5,Akita,秋田県,966107,619331,594945,1,6
18,6,Yamagata,山形県,979894,630887,606186,1,5
18,7,Fukushima,福島県,1641334,1070664,1038116,2,8
18,8,Ibaraki,茨城県,2310622,1178199,1110712,2,9
18,9,Tochigi,栃木県,1546294,877705,841622,2,8
18,10,Gunma,群馬県,1571793,954146,898544,2,5
18,11,Saitama,埼玉県,5343399,2936116,2819336,3,11
18,12,Chiba,千葉県,4604677,2457786,2326461,2,7
18,13,Tokyo,東京都,9581207,5542372,5351924,4,23
18,14,Kanagawa,神奈川県,6621623,3687980,3565776,3,15
18,15,Nigata,新潟県,1956987,1316690,1275640,2,7
18,16,Toyama,富山県,899111,538533,514506,1,5
18,17,Ishikawa,石川県,924622,584269,563704,1,4
18,18,Fukui,福井県,642297,410737,393397,1,4
18,19,Yamanashi,山梨県,687987,441546,424627,1,5
18,20,Nagano,長野県,1729372,1136273,1083237,2,8
18,21,Gifu,岐阜県,1644103,1057688,1023610,2,6
18,22,Shizuoka,静岡県,2933736,1685889,1618613,2,6
18,23,Aichi,愛知県,5352347,3017544,2868198,3,16
18,24,Mie,三重県,1449301,891538,850746,1,4
18,25,Shiga,滋賀県,998288,649038,620577,1,4
18,26,Kyoto,京都府,2048754,1161513,1116519,2,4
18,27,Osaka,大阪府,6875434,4093142,3999217,3,13
18,28,Hyogo,兵庫県,4302360,2450362,2313964,2,8
18,29,Nara,奈良県,1130819,687534,639464,1,4
18,30,Wakayama,和歌山県,862447,547437,519029,1,4
18,31,Tottori,鳥取県,481443,337183,321292,1,5
18,32,Shimane,島根県,601504,440698,426089,1,5
18,33,Okayama,岡山県,1537670,957835,926178,2,8
18,34,Hiroshima,広島県,2259622,1318740,1275835,2,7
18,35,Yamaguchi,山口県,1228126,776675,744188,1,5
18,36,Tokushima,徳島県,661092,376249,360290,1,5
18,37,Kagawa,香川県,817771,445742,411173,1,4
18,38,Ehime,愛媛県,1198612,685847,654491,1,5
18,39,Kochi,高知県,654954,368169,348851,1,5
18,40,Fukuoka,福岡県,3850253,2149478,2075454,2,8
18,41,Saga,佐賀県,674596,415542,397810,1,4
18,42,Nagasaki,長崎県,1185671,672876,645793,1,4
18,43,Kumamoto,熊本県,1450143,908055,866338,2,5
18,44,Oita,大分県,972744,650137,633371,1,5
18,45,Miyazaki,宮崎県,915543,537050,507272,1,3
18,46,Kagoshima,鹿児島県,1385016,898204,871273,2,5
18,47,Okinawa,沖縄県,936668,552463,535623,1,5
19,1,Hokkaido,北海道,4623468,2703536,2509517,2,10
19,2,Aomori,青森県,1193402,608693,586364,1,5
19,3,Iwate,岩手県,1135577,749282,728198,1,5
19,4,Miyagi,宮城県,1864852,1035973,993787,2,6
19,5,Akita,秋田県,971241,589817,572291,1,5
19,6,Yamagata,山形県,989300,624635,605996,1,5
19,7,Fukushima,福島県,1669115,1016129,973875,2,8
19,8,Ibaraki,茨城県,2362301,1185386,1102875,2,7
19,9,Tochigi,栃木県,1584224,853085,818367,2,6
19,10,Gunma,群馬県,1604073,942205,899455,2,5
19,11,Saitama,埼玉県,5508218,2897831,2785078,3,13
19,12,Chiba,千葉県,4762301,2422607,2289790,2,7
19,13,Tokyo,東京都,9867813,5256655,5042677,4,15
19,14,Kanagawa,神奈川県,6836706,3790827,3662668,3,11
19,15,Nigata,新潟県,1982568,1224836,1171972,2,7
19,16,Toyama,富山県,908451,534010,512365,1,4
19,17,Ishikawa,石川県,939716,559498,539701,1,4
19,18,Fukui,福井県,651252,396909,380465,1,4
19,19,Yamanashi,山梨県,699374,440975,418763,1,5
19,20,Nagano,長野県,1758868,1090523,1055629,2,6
19,21,Gifu,岐阜県,1669933,983198,935695,2,4
19,22,Shizuoka,静岡県,2992800,1844766,1741539,2,6
19,23,Aichi,愛知県,5498718,2984036,2809068,3,22
19,24,Mie,三重県,1474324,893222,854881,1,4
19,25,Shiga,滋賀県,1038108,603759,586373,1,4
19,26,Kyoto,京都府,2075608,1152912,1097126,2,5
19,27,Osaka,大阪府,6958367,3711084,3552470,3,11
19,28,Hyogo,兵庫県,4412878,2454892,2243276,2,8
19,29,Nara,奈良県,1151417,679837,643371,1,5
19,30,Wakayama,和歌山県,866118,510429,471185,1,4
19,31,Tottori,鳥取県,489825,326638,308932,1,5
19,32,Shimane,島根県,609467,418171,400750,1,4
19,33,Okayama,岡山県,1560815,866465,822553,1,4
19,34,Hiroshima,広島県,2296283,1326721,1281450,2,6
19,35,Yamaguchi,山口県,1235327,739426,697401,1,5
19,36,Tokushima,徳島県,668446,382640,365364,1,5
19,37,Kagawa,香川県,830555,448463,425113,1,4
19,38,Ehime,愛媛県,1210114,705737,676723,1,4
19,39,Kochi,高知県,662586,386861,371672,1,5
19,40,Fukuoka,福岡県,3950505,2148541,1961584,2,8
19,41,Saga,佐賀県,686212,414173,390745,1,4
19,42,Nagasaki,長崎県,1194373,711477,668330,1,5
19,43,Kumamoto,熊本県,1475987,918633,861803,1,5
19,44,Oita,大分県,988151,637800,617192,1,4
19,45,Miyazaki,宮崎県,934062,582464,564414,1,5
19,46,Kagoshima,鹿児島県,1415230,812915,782044,1,5
19,47,Okinawa,沖縄県,977000,570215,557597,1,3
20,1,Hokkaido,北海道,4639372,2864167,2778472,2,7
20,2,Aomori,青森県,1193593,643460,625488,1,4
20,3,Iwate,岩手県,1133766,717997,700994,1,4
20,4,Miyagi,宮城県,1889603,1018843,986790,2,5
20,5,Akita,秋田県,964115,629787,619400,1,3
20,6,Yamagata,山形県,987236,609581,597497,1,4
20,7,Fukushima,福島県,1674771,1010568,980653,2,3
20,8,Ibaraki,茨城県,2392018,1197724,1156256,2,3
20,9,Tochigi,栃木県,1605279,818467,789913,2,3
20,10,Gunma,群馬県,1620993,940174,912483,2,4
20,11,Saitama,埼玉県,5621456,2956929,2899307,3,6
20,12,Chiba,千葉県,4869418,2525941,2419966,2,3
20,13,Tokyo,東京都,10113424,5671788,5549536,4,11
20,14,Kanagawa,神奈川県,7008142,3817887,3663412,3,7
20,15,Nigata,新潟県,1985756,1255987,1226345,2,4
20,16,Toyama,富山県,911534,525264,510275,1,4
20,17,Ishikawa,石川県,944744,536695,516301,1,3
20,18,Fukui,福井県,655864,400229,390554,1,3
20,19,Yamanashi,山梨県,703801,435046,420425,1,3
20,20,Nagano,長野県,1768528,1087690,1056172,2,5
20,21,Gifu,岐阜県,1683897,999584,964105,2,3
20,22,Shizuoka,静岡県,3032502,1757088,1709469,2,5
20,23,Aichi,愛知県,5604099,3057157,2925464,3,7
20,24,Mie,三重県,1487995,926690,903254,1,3
20,25,Shiga,滋賀県,1063922,617094,605248,1,3
20,26,Kyoto,京都府,2093483,1143007,1106357,2,3
20,27,Osaka,大阪府,7012129,3729310,3650632,3,7
20,28,Hyogo,兵庫県,4474058,2465532,2360552,2,6
20,29,Nara,奈良県,1157535,668513,637973,1,3
20,30,Wakayama,和歌山県,865857,505893,474639,1,4
20,31,Tottori,鳥取県,492436,315985,305022,1,3
20,32,Shimane,島根県,607970,418737,409985,1,3
20,33,Okayama,岡山県,1572292,921478,895632,1,3
20,34,Hiroshima,広島県,2309183,1239841,1196387,2,4
20,35,Yamaguchi,山口県,1233005,768300,744259,1,5
20,36,Tokushima,徳島県,669529,365550,352807,1,3
20,37,Kagawa,香川県,833534,460135,438296,1,3
20,38,Ehime,愛媛県,1211821,683057,652129,1,3
20,39,Kochi,高知県,660771,378602,365332,1,4
20,40,Fukuoka,福岡県,4021039,2204976,2072545,2,7
20,41,Saga,佐賀県,689736,427830,413340,1,3
20,42,Nagasaki,長崎県,1200535,721989,695876,1,3
20,43,Kumamoto,熊本県,1488507,887298,841207,1,3
20,44,Oita,大分県,992284,640767,623442,1,4
20,45,Miyazaki,宮崎県,938061,582897,571494,1,3
20,46,Kagoshima,鹿児島県,1416460,890576,856216,1,3
20,47,Okinawa,沖縄県,1011473,548647,536951,1,2
21,1,Hokkaido,北海道,4658649,2907079,2827164,2,8
21,2,Aomori,青森県,1180500,636071,623808,1,4
21,3,Iwate,岩手県,1127120,714559,699424,1,4
21,4,Miyagi,宮城県,1908286,1064543,1041320,2,4
21,5,Akita,秋田県,949602,642879,634719,1,3
21,6,Yamagata,山形県,979389,659023,647594,1,3
21,7,Fukushima,福島県,1673447,1030405,1008983,2,4
21,8,Ibaraki,茨城県,2413789,1303390,1244583,2,6
21,9,Tochigi,栃木県,1624325,920348,900165,1,3
21,10,Gunma,群馬県,1627803,888822,855490,1,3
21,11,Saitama,埼玉県,5728082,3227638,3173172,3,7
21,12,Chiba,千葉県,4961075,2735473,2641523,3,8
21,13,Tokyo,東京都,10437556,6040557,5909515,5,20
21,14,Kanagawa,神奈川県,7183647,4046114,3977233,3,8
21,15,Nigata,新潟県,1986188,1282762,1257181,2,6
21,16,Toyama,富山県,910469,591435,581836,1,3
21,17,Ishikawa,石川県,946381,595247,580632,1,4
21,18,Fukui,福井県,656396,415154,407371,1,3
21,19,Yamanashi,山梨県,705184,448871,438326,1,3
21,20,Nagano,長野県,1767551,1149558,1124311,2,4
21,21,Gifu,岐阜県,1692385,1040295,1010799,2,3
21,22,Shizuoka,静岡県,3066365,1791185,1746846,2,5
21,23,Aichi,愛知県,5747445,3397619,3334523,3,9
21,24,Mie,三重県,1501249,909425,889201,1,3
21,25,Shiga,滋賀県,1089870,657366,647707,1,3
21,26,Kyoto,京都府,2107048,1187745,1152337,2,4
21,27,Osaka,大阪府,7065610,3943237,3864428,3,9
21,28,Hyogo,兵庫県,4523609,2560889,2465323,2,5
21,29,Nara,奈良県,1159571,704725,685019,1,3
21,30,Wakayama,和歌山県,860395,510594,490828,1,3
21,31,Tottori,鳥取県,492867,333541,326993,1,3
21,32,Shimane,島根県,603489,433359,428033,1,3
21,33,Okayama,岡山県,1583357,936900,913083,1,5
21,34,Hiroshima,広島県,2331530,1326903,1299843,2,6
21,35,Yamaguchi,山口県,1226088,760365,740204,1,3
21,36,Tokushima,徳島県,667524,390274,382490,1,3
21,37,Kagawa,香川県,835673,491745,480248,1,3
21,38,Ehime,愛媛県,1210229,749203,738071,1,3
21,39,Kochi,高知県,653043,381377,371953,1,3
21,40,Fukuoka,福岡県,4074862,2234285,2144514,2,6
21,41,Saga,佐賀県,691270,434536,424692,1,3
21,42,Nagasaki,長崎県,1192307,733780,719937,1,3
21,43,Kumamoto,熊本県,1496506,944426,910911,1,3
21,44,Oita,大分県,995038,627267,611318,1,5
21,45,Miyazaki,宮崎県,943399,535712,523307,1,6
21,46,Kagoshima,鹿児島県,1421620,862489,845075,1,3
21,47,Okinawa,沖縄県,1052247,634757,625596,1,2
22,1,Hokkaido,北海道,4604561,2849955,2767346,2,6
22,2,Aomori,青森県,1159140,632362,614205,1,5
22,3,Iwate,岩手県,1109235,669498,648442,1,4
22,4,Miyagi,宮城県,1908319,1017922,989029,2,8
22,5,Akita,秋田県,927048,603089,591308,1,3
22,6,Yamagata,山形県,966232,618112,605515,1,4
22,7,Fukushima,福島県,1659432,1022641,992441,2,5
22,8,Ibaraki,茨城県,2425880,1336813,1290429,2,7
22,9,Tochigi,栃木県,1630549,922780,897834,1,4
22,10,Gunma,群馬県,1627796,953150,922385,1,3
22,11,Saitama,埼玉県,5814689,3246247,3180454,3,10
22,12,Chiba,千葉県,5045486,2767276,2657839,3,9
22,13,Tokyo,東京都,10620508,6234137,6097768,5,24
22,14,Kanagawa,神奈川県,7294561,4052943,3898727,3,10
22,15,Nigata,新潟県,1968798,1200827,1160554,2,6
22,16,Toyama,富山県,903328,585892,573930,1,3
22,17,Ishikawa,石川県,944297,565215,548664,1,3
22,18,Fukui,福井県,653503,426466,415004,1,3
22,19,Yamanashi,山梨県,702067,449637,434660,1,5
22,20,Nagano,長野県,1758294,1138024,1110625,2,6
22,21,Gifu,岐阜県,1688224,1008719,967331,2,5
22,22,Shizuoka,静岡県,3076711,1765246,1718868,2,6
22,23,Aichi,愛知県,5829921,3349988,3208759,3,7
22,24,Mie,三重県,1503886,915112,887351,1,4
22,25,Shiga,滋賀県,1106114,672696,653378,1,4
22,26,Kyoto,京都府,2098897,1127305,1091522,2,6
22,27,Osaka,大阪府,7089288,3994573,3910129,3,10
22,28,Hyogo,兵庫県,4542923,2471867,2360831,2,7
22,29,Nara,奈良県,1154020,682198,648545,1,3
22,30,Wakayama,和歌山県,848458,503823,482385,1,3
22,31,Tottori,鳥取県,485912,319561,311778,1,3
22,32,Shimane,島根県,593860,425798,420494,1,4
22,33,Okayama,岡山県,1577416,898652,864721,1,3
22,34,Hiroshima,広島県,2326269,1244720,1203716,2,5
22,35,Yamaguchi,山口県,1208999,748505,728838,1,3
22,36,Tokushima,徳島県,658828,383680,372636,1,6
22,37,Kagawa,香川県,829698,478855,459810,1,3
22,38,Ehime,愛媛県,1197915,689465,667586,1,4
22,39,Kochi,高知県,640959,374914,366078,1,5
22,40,Fukuoka,福岡県,4094102,2295557,2196258,2,7
22,41,Saga,佐賀県,688271,433942,424187,1,3
22,42,Nagasaki,長崎県,1177396,721783,705668,1,4
22,43,Kumamoto,熊本県,1488495,921476,890011,1,5
22,44,Oita,大分県,990648,623704,604471,1,3
22,45,Miyazaki,宮崎県,933881,530172,518197,1,3
22,46,Kagoshima,鹿児島県,1400358,817202,796371,1,3
22,47,Okinawa,沖縄県,1073963,563171,543730,1,4
23,1,Hokkaido,北海道,4598957,2502360,2397220,2,6
23,2,Aomori,青森県,1145833,529933,509546,1,6
23,3,Iwate,岩手県,1090900,627548,612813,1,6
23,4,Miyagi,宮城県,1906260,967382,943123,2,5
23,5,Akita,秋田県,904796,508419,498450,1,4
23,6,Yamagata,山形県,951018,577852,565730,1,4
23,7,Fukushima,福島県,1617622,881966,855418,1,6
23,8,Ibaraki,茨城県,2418255,1200802,1157672,2,6
23,9,Tochigi,栃木県,1625367,807716,782747,1,5
23,10,Gunma,群馬県,1621683,839213,806974,1,4
23,11,Saitama,埼玉県,5882567,3012558,2938710,3,8
23,12,Chiba,千葉県,5062684,2491826,2388398,3,9
23,13,Tokyo,東京都,10777333,5767098,5637806,5,20
23,14,Kanagawa,神奈川県,7365069,4011927,3927137,4,11
23,15,Nigata,新潟県,1952022,1089704,1061493,2,8
23,16,Toyama,富山県,894714,449459,426513,1,4
23,17,Ishikawa,石川県,940663,517180,495447,1,5
23,18,Fukui,福井県,648742,348905,336761,1,4
23,19,Yamanashi,山梨県,696851,394791,382070,1,7
23,20,Nagano,長野県,1746474,1008064,980406,2,5
23,21,Gifu,岐阜県,1675924,887782,852050,1,4
23,22,Shizuoka,静岡県,3066436,1566616,1528151,2,6
23,23,Aichi,愛知県,5886532,3099523,2983953,3,10
23,24,Mie,三重県,1497457,865767,843397,1,6
23,25,Shiga,滋賀県,1120853,593560,572589,1,4
23,26,Kyoto,京都府,2099140,1092693,1056980,2,7
23,27,Osaka,大阪府,7116682,3752106,3665733,4,11
23,28,Hyogo,兵庫県,4545807,2410364,2297818,2,7
23,29,Nara,奈良県,1150156,638808,604949,1,4
23,30,Wakayama,和歌山県,835882,459228,436836,1,3
23,31,Tottori,鳥取県,482192,283900,276040,1,5
23,32,Shimane,島根県,587809,357932,349533,1,4
23,33,Okayama,岡山県,1576112,770478,749563,1,4
23,34,Hiroshima,広島県,2324694,1162108,1127511,2,6
23,35,Yamaguchi,山口県,1189566,598922,574012,1,3
23,36,Tokushima,徳島県,651117,320964,311395,1,4
23,37,Kagawa,香川県,826930,430704,416211,1,4
23,38,Ehime,愛媛県,1182796,584321,560104,1,5
23,39,Kochi,高知県,627921,313269,302152,1,4
23,40,Fukuoka,福岡県,4117671,2032478,1946059,2,6
23,41,Saga,佐賀県,685201,359790,346244,1,4
23,42,Nagasaki,長崎県,1162606,628319,607431,1,4
23,43,Kumamoto,熊本県,1484583,776404,744096,1,4
23,44,Oita,大分県,981222,521509,502020,1,5
23,45,Miyazaki,宮崎県,931962,464278,453859,1,4
23,46,Kagoshima,鹿児島県,1394995,703305,683578,1,5
23,47,Okinawa,沖縄県,1102534,589053,575779,1,4
24,1,Hokkaido,北海道,4613374,2619489,2545446,3,10
24,2,Aomori,青森県,1140629,630872,615753,1,3
24,3,Iwate,岩手県,1092042,630960,615915,1,3
24,4,Miyagi,宮城県,1947737,1020370,998847,1,3
24,5,Akita,秋田県,897614,546341,537704,1,3
24,6,Yamagata,山形県,952172,592414,583162,1,3
24,7,Fukushima,福島県,1637954,935602,916487,1,3
24,8,Ibaraki,茨城県,2457957,1248012,1211322,2,6
24,9,Tochigi,栃木県,1653308,849471,821963,1,3
24,10,Gunma,群馬県,1650035,833429,799536,1,3
24,11,Saitama,埼玉県,6069018,3152298,3078815,3,7
24,12,Chiba,千葉県,5201477,2705602,2607139,3,8
24,13,Tokyo,東京都,11157991,6415327,6223547,6,31
24,14,Kanagawa,神奈川県,7577073,4202366,4102310,4,12
24,15,Nigata,新潟県,1959714,1171266,1143218,1,3
24,16,Toyama,富山県,904805,503142,489677,1,3
24,17,Ishikawa,石川県,960487,546302,531376,1,3
24,18,Fukui,福井県,657443,371420,361438,1,3
24,19,Yamanashi,山梨県,705769,415181,403792,1,4
24,20,Nagano,長野県,1770348,1112834,1094376,1,3
24,21,Gifu,岐阜県,1699228,981194,952744,1,3
24,22,Shizuoka,静岡県,3111085,1734600,1688912,2,5
24,23,Aichi,愛知県,6074520,3366127,3279393,4,9
24,24,Mie,三重県,1518247,907074,886576,1,3
24,25,Shiga,滋賀県,1149277,649532,636243,1,3
24,26,Kyoto,京都府,2132372,1090813,1056759,2,4
24,27,Osaka,大阪府,7292841,3809197,3731362,4,9
24,28,Hyogo,兵庫県,4631741,2488810,2437911,3,7
24,29,Nara,奈良県,1163136,661719,642088,1,4
24,30,Wakayama,和歌山県,838098,463354,442822,1,3
24,31,Tottori,鳥取県,483895,272349,261337,1,3
24,32,Shimane,島根県,586162,364576,357158,1,3
24,33,Okayama,岡山県,1599520,813467,787226,1,3
24,34,Hiroshima,広島県,2363368,1171829,1142087,2,7
24,35,Yamaguchi,山口県,1191751,635807,616589,1,3
24,36,Tokushima,徳島県,651552,306086,297032,1,3
24,37,Kagawa,香川県,834059,417392,398924,1,4
24,38,Ehime,愛媛県,1188362,669764,659564,1,3
24,39,Kochi,高知県,628348,285994,268425,1,3
24,40,Fukuoka,福岡県,4224093,2232549,2185645,3,9
24,41,Saga,佐賀県,693811,393338,383661,1,3
24,42,Nagasaki,長崎県,1167985,652736,636291,1,3
24,43,Kumamoto,熊本県,1500518,772142,745010,1,4
24,44,Oita,大分県,989619,577731,564629,1,3
24,45,Miyazaki,宮崎県,936443,465951,455231,1,3
24,46,Kagoshima,鹿児島県,1395089,779206,743704,1,4
24,47,Okinawa,沖縄県,1150806,626743,616247,1,3
25,1,Hokkaido,北海道,4569237,2456269,2410203,3,9
25,2,Aomori,青森県,1109105,476237,465649,1,3
25,3,Iwate,岩手県,1066495,603102,588630,1,3
25,4,Miyagi,宮城県,1942518,993970,976207,1,3
25,5,Akita,秋田県,864562,486645,480188,1,3
25,6,Yamagata,山形県,925158,561954,556694,1,3
25,7,Fukushima,福島県,1600928,839099,823874,1,3
25,8,Ibaraki,茨城県,2431531,1094569,1058545,2,5
25,9,Tochigi,栃木県,1634678,721558,697288,1,3
25,10,Gunma,群馬県,1630505,785501,742229,1,3
25,11,Saitama,埼玉県,6121021,2845016,2784299,4,9
25,12,Chiba,千葉県,5244929,2374919,2288837,3,6
25,13,Tokyo,東京都,11396789,5899923,5751269,6,20
25,14,Kanagawa,神奈川県,7651249,3728049,3643488,4,14
25,15,Nigata,新潟県,1919522,1061590,1033395,1,3
25,16,Toyama,富山県,891171,417753,404625,1,2
25,17,Ishikawa,石川県,952304,447556,428319,1,2
25,18,Fukui,福井県,646976,308197,295611,1,3
25,19,Yamanashi,山梨県,693775,357738,348054,1,3
25,20,Nagano,長野県,1744373,947061,929620,1,4
25,21,Gifu,岐阜県,1673778,853548,828747,1,3
25,22,Shizuoka,静岡県,3074712,1551405,1518394,2,5
25,23,Aichi,愛知県,6119143,2948421,2865376,4,12
25,24,Mie,三重県,1496659,773564,754598,1,3
25,25,Shiga,滋賀県,1154433,599879,589595,1,3
25,26,Kyoto,京都府,2126435,987160,953931,2,5
25,27,Osaka,大阪府,7311131,3554965,3495105,4,12
25,28,Hyogo,兵庫県,4603272,2237050,2198559,3,6
25,29,Nara,奈良県,1149183,569157,545105,1,3
25,30,Wakayama,和歌山県,816550,411686,400689,1,2
25,31,Tottori,鳥取県,474342,237073,228792,1,3
25,32,Shimane,島根県,574258,310329,298701,1,3
25,33,Okayama,岡山県,1587953,715888,698830,1,3
25,34,Hiroshima,広島県,2346879,1048354,1020766,2,7
25,35,Yamaguchi,山口県,1162683,550170,535485,1,4
25,36,Tokushima,徳島県,636739,245737,230896,1,4
25,37,Kagawa,香川県,825466,373995,363203,1,3
25,38,Ehime,愛媛県,1161978,608809,598984,1,3
25,39,Kochi,高知県,610498,282908,273585,1,4
25,40,Fukuoka,福岡県,4225217,1810478,1757710,3,9
25,41,Saga,佐賀県,683956,309458,302052,1,2
25,42,Nagasaki,長崎県,1137066,516922,501371,1,3
25,43,Kumamoto,熊本県,1471767,695044,672426,1,3
25,44,Oita,大分県,969453,489969,476560,1,3
25,45,Miyazaki,宮崎県,920474,384649,375276,1,3
25,46,Kagoshima,鹿児島県,1371428,627461,614208,1,3
25,47,Okinawa,沖縄県,1163784,570294,557803,1,4
