index,country,year,gdp,infrate,trade,schooling,invest60,invest70,invest80,industry
9,Netherlands,1971,4705,7.47758,88.536026,NA,NA,NA,NA,37.20113
9,Netherlands,1972,4984,7.79175,84.7172,NA,NA,NA,NA,36.9602
9,Netherlands,1973,5475,8.013519,88.92212,NA,NA,NA,NA,36.77002
9,Netherlands,1974,6165,9.609367,102.14023,NA,NA,NA,NA,36.93427
9,Netherlands,1975,6699,10.21273,93.638176,44.3,NA,NA,NA,35.57053
9,Netherlands,1976,7345,9.057487,95.766205,NA,NA,NA,NA,35.76351
9,Netherlands,1977,7959,6.474103,91.19662,NA,NA,NA,NA,35.20782
9,Netherlands,1978,8676,4.080017,87.71375,NA,NA,NA,NA,34.13189
9,Netherlands,1979,9504,4.210454,96.286804,NA,NA,NA,NA,34.08447
9,Netherlands,1980,10458,6.73332,102.657455,44.1,0.29368,0.30778,21.84,34.51798
9,Netherlands,1981,11304,6.748466,109.611946,NA,NA,NA,NA,34.74647
9,Netherlands,1982,11784,5.862069,107.3393,NA,NA,NA,NA,34.06893
9,Netherlands,1983,12419,2.823019,106.94978,NA,NA,NA,NA,33.90657
9,Netherlands,1984,13234,3.273495,114.40473,NA,NA,NA,NA,34.55178
9,Netherlands,1985,13938,2.223926,116.79983,44.7,NA,NA,NA,34.86816
9,Netherlands,1986,14613,0.100025,97.608826,NA,NA,NA,NA,32.41933
9,Netherlands,1987,15197,-0.7078025,96.81971,NA,NA,NA,NA,30.76184
9,Netherlands,1988,16082,0.7463938,101.08154,NA,NA,NA,NA,30.96866
9,Netherlands,1989,17387,1.082161,106.491394,NA,NA,NA,NA,30.66598
9,Netherlands,1990,18665,3.285469,103.68212,45.4,NA,NA,NA,30.71949
9,Netherlands,1991,19626,3.133333,103.30096,NA,NA,NA,NA,30.41988
9,Netherlands,1992,20224,3.183581,99.63787,NA,NA,NA,NA,29.34567
9,Netherlands,1993,20679,2.584182,94.70643,NA,NA,NA,NA,28.65413
9,Netherlands,1994,21588,2.801527,95.98548,NA,NA,NA,NA,28.54458
9,Netherlands,1995,22585,2.095282,99.49503,46.3,NA,NA,NA,28.74623
9,Netherlands,1996,23531,2.016667,101.01143,NA,NA,NA,NA,28.43318
9,Netherlands,1997,24692,2.15651,104.89993,NA,NA,NA,NA,27.83015
9,Netherlands,1998,25811,1.983048,NA,NA,NA,NA,NA,27.106
9,Netherlands,1999,26654,2.211071,NA,NA,NA,NA,NA,26.31304
9,Netherlands,2000,28467,2.52378,NA,45.4,NA,NA,NA,26.79898
9,Netherlands,2001,30359,4.534231,NA,NA,NA,NA,NA,26.62816
9,Netherlands,2002,31284,3.467068,NA,NA,NA,NA,NA,25.82768
9,Netherlands,2003,31792,2.11464,NA,NA,NA,NA,NA,NA
10,Norway,1960,1713,NA,73.68096,21.3,NA,NA,NA,NA
10,Norway,1961,1823,2.451108,72.13998,NA,NA,NA,NA,NA
10,Norway,1962,1905,5.268516,69.34479,NA,NA,NA,NA,NA
10,Norway,1963,1991,2.587041,70.4398,NA,NA,NA,NA,NA
10,Norway,1964,2112,5.679944,71.78108,NA,NA,NA,NA,NA
10,Norway,1965,2268,4.25959,71.81725,22.4,NA,NA,NA,NA
10,Norway,1966,2417,3.251337,72.5338,NA,NA,NA,NA,NA
10,Norway,1967,2620,4.433395,74.773056,NA,NA,NA,NA,NA
10,Norway,1968,2784,3.471534,73.59362,NA,NA,NA,NA,NA
10,Norway,1969,3035,3.067485,72.03036,NA,NA,NA,NA,NA
10,Norway,1970,3213,10.56548,74.13993,31.1,NA,NA,NA,NA
10,Norway,1971,3523,6.258412,73.00291,NA,NA,NA,NA,31.94468
10,Norway,1972,3814,7.219759,70.42838,NA,NA,NA,NA,32.23043
10,Norway,1973,4138,7.44241,76.504845,NA,NA,NA,NA,32.27221
10,Norway,1974,4728,9.414514,83.27903,NA,NA,NA,NA,33.08653
10,Norway,1975,5458,11.70707,78.767204,34.8,NA,NA,NA,34.62412
10,Norway,1976,6116,9.175756,79.932335,NA,NA,NA,NA,34.2097
10,Norway,1977,6742,9.043156,78.69983,NA,NA,NA,NA,34.0764
10,Norway,1978,7412,8.151506,72.255005,NA,NA,NA,NA,35.43352
10,Norway,1979,8354,4.759825,77.27374,NA,NA,NA,NA,38.27974
10,Norway,1980,9557,10.89621,80.33016,39.3,0.33696,0.37418,31.594,40.38873
10,Norway,1981,10548,13.63705,79.648895,NA,NA,NA,NA,40.68092
10,Norway,1982,11205,11.37206,78.18887,NA,NA,NA,NA,40.84821
10,Norway,1983,12022,8.411048,76.31546,NA,NA,NA,NA,42.04797
10,Norway,1984,13220,6.279108,77.48017,NA,NA,NA,NA,43.46854
10,Norway,1985,14354,5.665824,78.744705,41,NA,NA,NA,42.85285
10,Norway,1986,15184,7.186768,72.85357,NA,NA,NA,NA,36.27047
10,Norway,1987,15823,8.725932,67.695114,NA,NA,NA,NA,35.80692
10,Norway,1988,16299,6.698484,67.40089,NA,NA,NA,NA,34.0042
10,Norway,1989,17043,4.555442,73.29363,NA,NA,NA,NA,35.5254
10,Norway,1990,18004,4.113033,74.73464,69.6,NA,NA,NA,35.66044
10,Norway,1991,19212,3.420683,72.62285,NA,NA,NA,NA,34.55202
10,Norway,1992,20185,2.342116,69.54725,NA,NA,NA,NA,34.17055
10,Norway,1993,21088,2.271489,70.1258,NA,NA,NA,NA,33.76404
10,Norway,1994,22534,1.398555,70.58623,NA,NA,NA,NA,34.25858
10,Norway,1995,23874,2.456405,70.1032,66.7,NA,NA,NA,35.35278
10,Norway,1996,26263,1.258694,72.61958,NA,NA,NA,NA,37.7201
10,Norway,1997,27776,2.580741,75.46217,NA,NA,NA,NA,38.2629
10,Norway,1998,27294,2.255686,74.28209,NA,NA,NA,NA,33.82029
10,Norway,1999,30011,2.333139,NA,NA,NA,NA,NA,35.71146
10,Norway,2000,36273,3.086068,NA,62.5,NA,NA,NA,42.95295
10,Norway,2001,37078,3.017378,NA,NA,NA,NA,NA,40.8742
10,Norway,2002,36617,1.288146,NA,NA,NA,NA,NA,37.90837
10,Norway,2003,37245,2.475397,NA,NA,NA,NA,NA,37.51624
12,Switzerland,1960,3387,NA,53.2535,21.8,NA,NA,NA,NA
12,Switzerland,1961,3625,1.845371,54.59318,NA,NA,NA,NA,NA
12,Switzerland,1962,3788,4.315616,54.494743,NA,NA,NA,NA,NA
12,Switzerland,1963,3946,3.439719,53.69223,NA,NA,NA,NA,NA
12,Switzerland,1964,4158,3.081314,53.660713,NA,NA,NA,NA,NA
12,Switzerland,1965,4360,3.414517,55.15859,22.3,NA,NA,NA,NA
12,Switzerland,1966,4575,4.776131,55.518734,NA,NA,NA,NA,NA
12,Switzerland,1967,4790,4.021478,54.613895,NA,NA,NA,NA,NA
12,Switzerland,1968,5138,2.412351,56.837097,NA,NA,NA,NA,NA
12,Switzerland,1969,5645,2.489007,60.69416,NA,NA,NA,NA,NA
12,Switzerland,1970,6382,3.616027,63.589043,38,NA,NA,NA,36.26636
12,Switzerland,1971,6938,6.573013,60.33389,NA,NA,NA,NA,35.98696
12,Switzerland,1972,7406,6.660192,58.819286,NA,NA,NA,NA,35.70756
12,Switzerland,1973,7998,8.755041,59.54798,NA,NA,NA,NA,35.42816
12,Switzerland,1974,8800,9.766747,63.37842,NA,NA,NA,NA,35.148766
12,Switzerland,1975,8934,6.696453,56.723125,36.4,NA,NA,NA,34.776234
12,Switzerland,1976,9368,1.715862,60.432114,NA,NA,NA,NA,34.496834
12,Switzerland,1977,10240,1.28527,66.90281,NA,NA,NA,NA,34.217438
12,Switzerland,1978,11003,1.055814,64.06974,NA,NA,NA,NA,33.938038
12,Switzerland,1979,12189,3.647643,67.3141,NA,NA,NA,NA,33.658638
12,Switzerland,1980,13853,4.022026,72.832115,54.3,0.33524,0.33744,30.963999,32.87
12,Switzerland,1981,15338,6.490219,72.369865,NA,NA,NA,NA,32.69
12,Switzerland,1982,15963,5.655212,67.87426,NA,NA,NA,NA,32.2
12,Switzerland,1983,16611,2.967687,68.349434,NA,NA,NA,NA,31.9
12,Switzerland,1984,17710,2.911208,72.16822,NA,NA,NA,NA,31.92
12,Switzerland,1985,18812,3.429986,74.65241,53.6,NA,NA,NA,32.01
12,Switzerland,1986,19458,0.7407407,70.621994,NA,NA,NA,NA,31.89
12,Switzerland,1987,20120,1.447964,69.58219,NA,NA,NA,NA,31.46
12,Switzerland,1988,21334,1.884478,71.42004,NA,NA,NA,NA,31.61
12,Switzerland,1989,22965,3.162964,75.54489,NA,NA,NA,NA,31.69
12,Switzerland,1990,24518,5.37874,72.00161,53.8,NA,NA,NA,31.34
12,Switzerland,1991,24840,5.879392,68.58638,NA,NA,NA,NA,30.79
12,Switzerland,1992,25141,4.041076,67.86861,NA,NA,NA,NA,29.99
12,Switzerland,1993,25427,3.271797,66.71021,NA,NA,NA,NA,29.58
12,Switzerland,1994,26031,0.8584071,66.58563,NA,NA,NA,NA,30.41
12,Switzerland,1995,26485,1.798719,66.15726,54.8,NA,NA,NA,29.83
12,Switzerland,1996,26394,0.8188244,67.94028,NA,NA,NA,NA,28.81
12,Switzerland,1997,27850,0.5215012,75.34065,NA,NA,NA,NA,28.19
12,Switzerland,1998,28835,0.0170097,NA,NA,NA,NA,NA,27.43
12,Switzerland,1999,28887,0.8248299,NA,NA,NA,NA,NA,27.43
12,Switzerland,2000,30461,1.543392,NA,55,NA,NA,NA,26.76
12,Switzerland,2001,30806,0.9883721,NA,NA,NA,NA,NA,27.35
12,Switzerland,2002,32751,0.6415001,NA,NA,NA,NA,NA,26.78
12,Switzerland,2003,33516,0.6292392,NA,NA,NA,NA,NA,26.45
14,Japan,1960,1010,NA,20.954344,30.9,NA,NA,NA,NA
14,Japan,1961,1143,5.404726,20.123087,NA,NA,NA,NA,NA
14,Japan,1962,1262,6.773193,18.671103,NA,NA,NA,NA,NA
14,Japan,1963,1374,7.66138,18.86199,NA,NA,NA,NA,NA
14,Japan,1964,1546,3.838174,19.13273,NA,NA,NA,NA,NA
14,Japan,1965,1647,6.593407,19.600803,36.7,NA,NA,NA,NA
14,Japan,1966,1889,5.079663,19.557243,NA,NA,NA,NA,NA
14,Japan,1967,2133,3.977881,19.05209,NA,NA,NA,NA,NA
14,Japan,1968,2496,5.369703,19.074675,NA,NA,NA,NA,NA
14,Japan,1969,2917,5.242592,19.484798,NA,NA,NA,NA,NA
14,Japan,1970,3293,7.673267,20.330492,33,NA,NA,NA,NA
14,Japan,1971,3575,6.416972,20.702047,NA,NA,NA,NA,45.17072
14,Japan,1972,3988,4.824022,18.85861,NA,NA,NA,NA,44.57824
14,Japan,1973,4491,11.64593,20.046917,NA,NA,NA,NA,45.35773
14,Japan,1974,4778,23.15457,27.945053,NA,NA,NA,NA,43.6329
14,Japan,1975,5300,11.78279,25.552427,38.1,NA,NA,NA,41.40548
14,Japan,1976,5768,9.349221,26.312096,NA,NA,NA,NA,41.4841
14,Japan,1977,6344,8.158704,24.552519,NA,NA,NA,NA,40.43694
14,Japan,1978,7084,4.210798,20.499784,NA,NA,NA,NA,40.69216
14,Japan,1979,8027,3.730788,24.038239,NA,NA,NA,NA,40.60047
14,Japan,1980,8931,7.778707,28.280386,39.9,0.31988,0.41958,34.986,41.00015
14,Japan,1981,9986,4.911308,28.64903,NA,NA,NA,NA,40.91642
14,Japan,1982,10813,2.736976,28.356134,NA,NA,NA,NA,40.32062
14,Japan,1983,11346,1.882329,26.096989,NA,NA,NA,NA,39.47266
14,Japan,1984,12064,2.27158,27.261157999999998,NA,NA,NA,NA,39.83451
14,Japan,1985,12978,2.023692,25.541183,41.9,NA,NA,NA,39.59441
14,Japan,1986,13590,0.6192549,18.744871,NA,NA,NA,NA,39.01246
14,Japan,1987,14425,0.125012,17.556202,NA,NA,NA,NA,38.94236
14,Japan,1988,15862,0.6723012,17.794943,NA,NA,NA,NA,39.11177
14,Japan,1989,17269,2.280099,19.78006,NA,NA,NA,NA,39.04401
14,Japan,1990,18815,3.059416,20.64731,44.5,NA,NA,NA,39.36253
14,Japan,1991,20055,3.240112,18.73083,NA,NA,NA,NA,39.02355
14,Japan,1992,20648,1.72701,17.88268,NA,NA,NA,NA,37.85884
14,Japan,1993,21122,1.28404,16.31121,NA,NA,NA,NA,36.38006
14,Japan,1994,21757,0.7062027,16.44124,NA,NA,NA,NA,34.92773
14,Japan,1995,22551,-0.126732,17.31402,46.8,NA,NA,NA,34.21719
14,Japan,1996,23714,0.1353523,19.33235,NA,NA,NA,NA,33.91785
14,Japan,1997,24478,1.731858,20.9999,NA,NA,NA,NA,33.71395
14,Japan,1998,24429,0.6560372,21.144987,NA,NA,NA,NA,32.70455
14,Japan,1999,24709,-0.3382559,NA,NA,NA,NA,NA,32.42955
14,Japan,2000,26015,-0.6705298,NA,47.9,NA,NA,NA,32.23116
14,Japan,2001,26619,-0.7333944,NA,NA,NA,NA,NA,30.96192
14,Japan,2002,27196,-0.9151205,NA,NA,NA,NA,NA,30.39852
14,Japan,2003,28071,-0.2541942,NA,NA,NA,NA,NA,NA
16,Greece,1960,707,NA,21.31253,7.9,NA,NA,NA,NA
16,Greece,1961,1028,1.934236,21.17232,NA,NA,NA,NA,NA
16,Greece,1962,1049,-0.3795066,21.926023,NA,NA,NA,NA,NA
16,Greece,1963,1188,2.857143,23.088087,NA,NA,NA,NA,NA
16,Greece,1964,1316,0.9259259,23.294668,NA,NA,NA,NA,NA
16,Greece,1965,1492,3.119266,24.24564,9.8,NA,NA,NA,NA
16,Greece,1966,1634,4.982206,24.71656,NA,NA,NA,NA,NA
16,Greece,1967,1754,1.694915,23.642069,NA,NA,NA,NA,NA
16,Greece,1968,1967,0.3333333,23.103203,NA,NA,NA,NA,NA
16,Greece,1969,2298,2.491694,23.465282,NA,NA,NA,NA,NA
16,Greece,1970,2631,2.917342,23.462626,10.6,NA,NA,NA,NA
16,Greece,1971,2988,2.992126,23.728756,NA,NA,NA,NA,36.11808
16,Greece,1972,3383,4.281345,26.185028,NA,NA,NA,NA,36.32357
16,Greece,1973,3844,15.54252,32.533947,NA,NA,NA,NA,36.53494
16,Greece,1974,3907,26.90355,34.34081,NA,NA,NA,NA,34.11115
16,Greece,1975,4505,13.36667,35.980827,12.9,NA,NA,NA,33.06773
16,Greece,1976,5024,13.31226,35.668255,NA,NA,NA,NA,33.04417
16,Greece,1977,5417,12.16996,34.588295,NA,NA,NA,NA,33.73073
16,Greece,1978,6138,12.53253,34.652,NA,NA,NA,NA,32.86337
16,Greece,1979,6781,19.04615,35.082428,NA,NA,NA,NA,34.10898
16,Greece,1980,7374,24.87481,38.590443,19.7,0.26566,0.34258,24.002,32.9426
16,Greece,1981,7870,24.45896,39.115353,NA,NA,NA,NA,32.57168
16,Greece,1982,8204,20.91898,38.697323,NA,NA,NA,NA,30.66064
16,Greece,1983,8388,20.24167,40.974976,NA,NA,NA,NA,31.3106
16,Greece,1984,8834,18.44896,42.330807,NA,NA,NA,NA,30.46173
16,Greece,1985,9297,19.30256,44.363792,23.7,NA,NA,NA,30.45694
16,Greece,1986,9525,23.02109,43.68021,NA,NA,NA,NA,31.09042
16,Greece,1987,9548,16.38495,46.111313,NA,NA,NA,NA,29.96099
16,Greece,1988,10277,13.52675,44.246845,NA,NA,NA,NA,29.37481
16,Greece,1989,11036,13.7,45.670357,NA,NA,NA,NA,28.5359
16,Greece,1990,11405,20.40457,44.88119,28.7,NA,NA,NA,28.19674
16,Greece,1991,11971,19.47285,43.14999,NA,NA,NA,NA,26.52802
16,Greece,1992,12198,15.8659,43.44936,NA,NA,NA,NA,25.66123
16,Greece,1993,12166,14.41449,41.30996,NA,NA,NA,NA,25.50778
16,Greece,1994,12566,10.922790000000001,40.28257,NA,NA,NA,NA,24.36351
16,Greece,1995,12991,8.937057,40.81808,31.8,NA,NA,NA,23.08669
16,Greece,1996,13418,8.196219,40.40134,NA,NA,NA,NA,23.02569
16,Greece,1997,14127,5.538973,39.68484,NA,NA,NA,NA,21.59255
16,Greece,1998,14665,4.766226,NA,NA,NA,NA,NA,22.34332
16,Greece,1999,15213,2.636783,NA,NA,NA,NA,NA,22.29584
16,Greece,2000,16272,3.150125,NA,33.8,NA,NA,NA,22.82801
16,Greece,2001,17332,3.374996,NA,NA,NA,NA,NA,23.48645
16,Greece,2002,19119,3.629228,NA,NA,NA,NA,NA,23.21043
16,Greece,2003,20479,3.530557,NA,NA,NA,NA,NA,23.83001
18,Portugal,1960,728,NA,37.35394,3.5,NA,NA,NA,NA
18,Portugal,1961,783,1.549002,39.982895,NA,NA,NA,NA,NA
18,Portugal,1962,848,2.662071,38.32179,NA,NA,NA,NA,NA
18,Portugal,1963,905,2.021573,39.377365,NA,NA,NA,NA,NA
18,Portugal,1964,979,3.4,50.419785,NA,NA,NA,NA,NA
18,Portugal,1965,1084,3.481625,52.902737,3.9,NA,NA,NA,NA
18,Portugal,1966,1170,5.046729,52.805916,NA,NA,NA,NA,NA
18,Portugal,1967,1293,5.516014,51.5496,NA,NA,NA,NA,NA
18,Portugal,1968,1475,6.070827,49.794838,NA,NA,NA,NA,NA
18,Portugal,1969,1592,7.402512,48.176414,NA,NA,NA,NA,NA
18,Portugal,1970,1916,4.533333,50.211582,6.8,NA,NA,NA,NA
18,Portugal,1971,2153,7.496075,51.907047,NA,NA,NA,NA,35.13776
18,Portugal,1972,2420,8.94487,53.733257,NA,NA,NA,NA,35.94559
18,Portugal,1973,2845,10.35523,54.887608,NA,NA,NA,NA,35.96346
18,Portugal,1974,3048,27.96842,62.633427,NA,NA,NA,NA,37.54448
18,Portugal,1975,3045,20.40816,48.222168,9.6,NA,NA,NA,35.2115
18,Portugal,1976,3407,18.2499,43.775337,NA,NA,NA,NA,34.72538
18,Portugal,1977,3784,27.19167,47.037315,NA,NA,NA,NA,34.72417
18,Portugal,1978,4120,22.64299,47.753605,NA,NA,NA,NA,33.15321
18,Portugal,1979,4663,23.53758,58.92996,NA,NA,NA,NA,31.94781
18,Portugal,1980,5263,16.69189,62.97908,10.6,0.24082,0.29798,26.488,32.87777
18,Portugal,1981,5812,20.04076,64.51057,NA,NA,NA,NA,33.93985
18,Portugal,1982,6263,22.73022,64.73094,NA,NA,NA,NA,33.64522
18,Portugal,1983,6479,25.10564,68.44718,NA,NA,NA,NA,34.49608
18,Portugal,1984,6570,28.78333,74.85384,NA,NA,NA,NA,32.84181
18,Portugal,1985,6959,19.6454,71.509995,13.7,NA,NA,NA,32.82258
18,Portugal,1986,7414,11.76311,62.800735,NA,NA,NA,NA,30.64454
18,Portugal,1987,8126,9.343148,69.23901,NA,NA,NA,NA,30.37263
18,Portugal,1988,9057,9.697048,73.42918,NA,NA,NA,NA,32.47451
18,Portugal,1989,10042,12.61655,75.041565,NA,NA,NA,NA,32.34439
18,Portugal,1990,10894,13.37246,75.17775,14.8,NA,NA,NA,31.71348
18,Portugal,1991,11783,10.92623,69.90818,NA,NA,NA,NA,30.28444
18,Portugal,1992,12219,8.941667,65.14225,NA,NA,NA,NA,30.2792
18,Portugal,1993,12236,6.501951,62.44869,NA,NA,NA,NA,29.60257
18,Portugal,1994,12614,5.214394,65.60572,NA,NA,NA,NA,30.64367
18,Portugal,1995,13413,4.123148,68.57445,14.7,NA,NA,NA,31.49808
18,Portugal,1996,13974,3.120697,69.22182,NA,NA,NA,NA,31.74154
18,Portugal,1997,14804,2.161612,71.54989,NA,NA,NA,NA,31.63949
18,Portugal,1998,15401,2.71644,NA,NA,NA,NA,NA,31.13629
18,Portugal,1999,16363,2.303886,NA,NA,NA,NA,NA,30.41585
18,Portugal,2000,17353,2.846721,NA,14.9,NA,NA,NA,29.99342
18,Portugal,2001,18071,4.394757,NA,NA,NA,NA,NA,29.39245
18,Portugal,2002,18799,3.545052,NA,NA,NA,NA,NA,28.68818
18,Portugal,2003,17603,3.283333,NA,NA,NA,NA,NA,NA
19,Spain,1960,1074,NA,16.249819,3.9,NA,NA,NA,NA
19,Spain,1961,1201,2.005919,17.638802,NA,NA,NA,NA,NA
19,Spain,1962,1335,5.634759,19.606129,NA,NA,NA,NA,NA
19,Spain,1963,1467,8.804627,19.67972,NA,NA,NA,NA,NA
19,Spain,1964,1554,6.950187,21.492392,NA,NA,NA,NA,NA
19,Spain,1965,1678,13.23638,22.708794,4.6,NA,NA,NA,NA
19,Spain,1966,1841,6.194115,23.890324,NA,NA,NA,NA,NA
19,Spain,1967,1954,6.414575,21.74692,NA,NA,NA,NA,NA
19,Spain,1968,2160,4.963315,24.657402,NA,NA,NA,NA,NA
19,Spain,1969,2447,2.124452,26.033092,NA,NA,NA,NA,NA
19,Spain,1970,2715,5.757617,27.450756,5.8,NA,NA,NA,NA
19,Spain,1971,2951,8.236041,27.574125,NA,NA,NA,NA,40.66722
19,Spain,1972,3293,8.289366,28.926592,NA,NA,NA,NA,41.69329
19,Spain,1973,3710,11.39021,29.886894,NA,NA,NA,NA,42.23267
19,Spain,1974,4227,15.71734,33.602974,NA,NA,NA,NA,43.1723
19,Spain,1975,4600,16.92566,30.851402,8.2,NA,NA,NA,42.08322
19,Spain,1976,4965,17.62931,31.890625,NA,NA,NA,NA,41.38425
19,Spain,1977,5364,24.52669,30.979395,NA,NA,NA,NA,40.52181
19,Spain,1978,5761,19.78421,29.520868,NA,NA,NA,NA,39.43257
19,Spain,1979,6188,15.66901,29.62632,NA,NA,NA,NA,38.96561
19,Spain,1980,6856,15.54989,33.522945,13.3,0.25176,0.31324,24.568,38.56755
19,Spain,1981,7447,14.55704,37.425205,NA,NA,NA,NA,37.67302
19,Spain,1982,7957,14.40796,38.388615,NA,NA,NA,NA,37.06181
19,Spain,1983,8378,12.17745,41.893536,NA,NA,NA,NA,36.7945
19,Spain,1984,8812,11.27433,43.44701,NA,NA,NA,NA,35.9208
19,Spain,1985,9259,8.817527,43.49968,17.6,NA,NA,NA,36.20907
19,Spain,1986,9744,8.796503,37.577763,NA,NA,NA,NA,36.6543
19,Spain,1987,10542,5.246259,38.542778,NA,NA,NA,NA,36.09407
19,Spain,1988,11434,4.840479,38.839157,NA,NA,NA,NA,35.9314
19,Spain,1989,12417,6.791468,39.452454,NA,NA,NA,NA,36.21816
19,Spain,1990,13365,6.71794,37.50269,25.5,NA,NA,NA,35.47665
19,Spain,1991,14152,5.935327,37.40708,NA,NA,NA,NA,34.68851
19,Spain,1992,14564,5.925724,38.03965,NA,NA,NA,NA,32.8619
19,Spain,1993,14699,4.568636,39.40948,NA,NA,NA,NA,31.16821
19,Spain,1994,15325,4.718468,44.39644,NA,NA,NA,NA,30.55055
19,Spain,1995,16032,4.674753,47.8529,28.6,NA,NA,NA,30.98291
19,Spain,1996,16720,3.558506,50.0733,NA,NA,NA,NA,30.45867
19,Spain,1997,17420,1.970708,55.55865,NA,NA,NA,NA,30.4414
19,Spain,1998,18479,1.833537,57.1253,NA,NA,NA,NA,30.19667
19,Spain,1999,19817,2.310672,NA,NA,NA,NA,NA,29.9892
19,Spain,2000,21074,3.432614,NA,30.7,NA,NA,NA,30.1937
19,Spain,2001,22257,3.591101,NA,NA,NA,NA,NA,29.92884
19,Spain,2002,23756,3.066777,NA,NA,NA,NA,NA,29.68476
19,Spain,2003,24812,3.033474,NA,NA,NA,NA,NA,29.58652
20,Australia,1960,2373,NA,31.26644,50.4,NA,NA,NA,NA
20,Australia,1961,2346,2.512132,29.821074,NA,NA,NA,NA,NA
20,Australia,1962,2539,-0.278474,30.158545,NA,NA,NA,NA,NA
20,Australia,1963,2717,0.5305781,32.055397,NA,NA,NA,NA,NA
20,Australia,1964,2873,2.361111,31.527285,NA,NA,NA,NA,NA
20,Australia,1965,2973,3.962008,31.035599,48.9,NA,NA,NA,NA
20,Australia,1966,3230,2.975724,29.973152,NA,NA,NA,NA,NA
20,Australia,1967,3404,3.193916,30.114193,NA,NA,NA,NA,NA
20,Australia,1968,3788,2.652911,28.348595,NA,NA,NA,NA,NA
20,Australia,1969,4162,2.919359,29.821142,NA,NA,NA,NA,NA
20,Australia,1970,4490,3.906068,28.962433,48.3,NA,NA,NA,NA
20,Australia,1971,4677,6.063996,27.807472,NA,NA,NA,NA,37.29359
20,Australia,1972,5013,5.864979,27.70299,NA,NA,NA,NA,36.80088
20,Australia,1973,5595,9.465922,29.440403,NA,NA,NA,NA,35.43585
20,Australia,1974,6024,15.11014,31.63861,NA,NA,NA,NA,36.88676
20,Australia,1975,6683,15.07196,28.900406,47,NA,NA,NA,37.10455
20,Australia,1976,7140,13.52391,31.207617,NA,NA,NA,NA,36.66529
20,Australia,1977,7482,12.30024,30.863096,NA,NA,NA,NA,35.99936
20,Australia,1978,8272,7.923674,32.15132,NA,NA,NA,NA,35.65282
20,Australia,1979,9174,9.0900010000000009,34.95831,NA,NA,NA,NA,35.81057
20,Australia,1980,10203,10.12658,33.86125,47.5,0.3173,0.31798,29.696,37.0267
20,Australia,1981,11513,9.691745,33.173725,NA,NA,NA,NA,35.92434
20,Australia,1982,11537,11.14551,31.657738,NA,NA,NA,NA,34.74367
20,Australia,1983,12300,10.11356,30.678139,NA,NA,NA,NA,34.8257
20,Australia,1984,13120,3.950185,34.641,NA,NA,NA,NA,35.29966
20,Australia,1985,14019,6.739049,35.246246,48.4,NA,NA,NA,35.07288
20,Australia,1986,14537,9.084532,34.7444,NA,NA,NA,NA,32.77786
20,Australia,1987,15554,8.488746,34.72344,NA,NA,NA,NA,31.35881
20,Australia,1988,16524,7.231772,34.083694,NA,NA,NA,NA,29.87518
20,Australia,1989,17255,7.559425,34.358536,NA,NA,NA,NA,29.96091
20,Australia,1990,17322,7.27226,34.46177,48.4,NA,NA,NA,28.9668
20,Australia,1991,17652,3.22268,35.23764,NA,NA,NA,NA,28.168
20,Australia,1992,18496,0.9859155,37.69257,NA,NA,NA,NA,27.97166
20,Australia,1993,19432,1.81311,38.35179,NA,NA,NA,NA,28.00918
20,Australia,1994,20583,1.894977,39.71843,NA,NA,NA,NA,28.13992
20,Australia,1995,21773,4.638136,40.15326,48.6,NA,NA,NA,27.82765
20,Australia,1996,22562,2.61242,39.97738,NA,NA,NA,NA,27.10232
20,Australia,1997,23649,0.2504174,42.1768,NA,NA,NA,NA,27.07669
20,Australia,1998,24853,0.8534554,41.36496,NA,NA,NA,NA,26.28313
20,Australia,1999,26283,1.465428,NA,NA,NA,NA,NA,26.19073
20,Australia,2000,27403,4.475183,NA,43.6,NA,NA,NA,25.56668
20,Australia,2001,28492,4.380841,NA,NA,NA,NA,NA,25.4391
20,Australia,2002,29819,3.003171,NA,NA,NA,NA,NA,25.94952
20,Australia,2003,31273,2.770735,NA,NA,NA,NA,NA,NA
21,New Zealand,1960,2545,NA,52.548824,58,NA,NA,NA,NA
21,New Zealand,1961,2659,1.830283,52.94457,NA,NA,NA,NA,NA
21,New Zealand,1962,2713,2.696079,48.803684,NA,NA,NA,NA,NA
21,New Zealand,1963,2866,1.909308,53.84496,NA,NA,NA,NA,NA
21,New Zealand,1964,3001,3.434817,50.79603,NA,NA,NA,NA,NA
21,New Zealand,1965,3224,3.396226,44.781643,54.3,NA,NA,NA,NA
21,New Zealand,1966,3481,2.773723,45.967167,NA,NA,NA,NA,NA
21,New Zealand,1967,3360,6.107955,39.779766,NA,NA,NA,NA,NA
21,New Zealand,1968,3489,4.283802,44.663773,NA,NA,NA,NA,NA
21,New Zealand,1969,3969,4.878049,46.908524,NA,NA,NA,NA,NA
21,New Zealand,1970,4136,6.548347,48.324024,54.5,NA,NA,NA,NA
21,New Zealand,1971,4438,10.30303,45.481525,NA,NA,NA,NA,34.0294
21,New Zealand,1972,4780,6.776557,47.43124,NA,NA,NA,NA,33.20894
21,New Zealand,1973,5335,8.233276,49.573406,NA,NA,NA,NA,32.4518
21,New Zealand,1974,6041,11.25198,55.458515,NA,NA,NA,NA,35.5166
